2.987601660507119959e+03  9.950391650199890137e-01
2.987622092623634671e+03  1.009803056716918945e+00
2.987642524839691760e+03  1.036552548408508301e+00
2.987662957154818287e+03  1.040414214134216309e+00
2.987683389269936015e+03  1.030282497406005859e+00
2.987703821484130458e+03  1.021609187126159668e+00
2.987724253797860001e+03  1.026082396507263184e+00
2.987744685910649423e+03  1.028948903083801270e+00
2.987785550435313780e+03  1.022188663482666016e+00
2.987805982647172641e+03  1.018105506896972656e+00
2.987826414858107455e+03  1.015986204147338867e+00
2.987846847068576608e+03  1.019211173057556152e+00
2.987867279278107162e+03  1.036255717277526855e+00
2.987887711487644992e+03  1.057529926300048828e+00
2.987908143696251500e+03  1.063027024269104004e+00
2.987928575904385070e+03  1.061219453811645508e+00
2.987949008112525917e+03  1.079318761825561523e+00
2.987969440319269779e+03  1.099010944366455078e+00
2.987989872426005604e+03  1.120529055595397949e+00
2.988030736937631445e+03  1.097002983093261719e+00
2.988051169242506148e+03  1.109875202178955078e+00
2.988071601346920943e+03  1.108394265174865723e+00
2.988092033550870838e+03  1.110830307006835938e+00
2.988112465854348557e+03  1.131464481353759766e+00
2.988132897956900706e+03  1.141022920608520508e+00
2.988153330159453617e+03  1.168555974960327148e+00
2.988173762461068691e+03  1.191899180412292480e+00
2.988194194562223856e+03  1.222253799438476562e+00
2.988541541998944012e+03  1.128284573554992676e+00
2.988561974190321052e+03  1.119997859001159668e+00
2.988582406481225917e+03  1.104786157608032227e+00
2.988602838571670873e+03  1.105739116668701172e+00
2.988623270761185267e+03  1.078682661056518555e+00
2.988643702950692386e+03  1.070023775100708008e+00
2.988664135139275459e+03  1.043143033981323242e+00
2.988684567427393631e+03  1.030564785003662109e+00
2.988704999515044619e+03  1.020258426666259766e+00
2.988725431702223432e+03  1.014014363288879395e+00
2.988766296074725688e+03  1.023038029670715332e+00
2.988786728260514792e+03  1.028947830200195312e+00
2.988807160545373335e+03  1.022584795951843262e+00
2.988827592729758180e+03  1.011133432388305664e+00
2.988848024813683878e+03  1.014945387840270996e+00
2.988868457097145438e+03  1.011634707450866699e+00
2.988888889279667637e+03  1.011976480484008789e+00
2.988909321362196351e+03  1.013122558593750000e+00
2.988929753643795266e+03  1.021033763885498047e+00
2.988950185824920482e+03  1.026074409484863281e+00
2.988970617905586550e+03  1.039688229560852051e+00
2.989011482365516713e+03  1.044443964958190918e+00
2.989031914444320137e+03  1.049625754356384277e+00
2.989052346723125083e+03  1.045139074325561523e+00
2.989072778900990670e+03  1.038141012191772461e+00
2.989093210978397110e+03  1.045336842536926270e+00
2.989113643255339412e+03  1.053423523902893066e+00
2.989134075431808014e+03  1.070711135864257812e+00
2.989154507707818993e+03  1.058046936988830566e+00
2.989174939782897127e+03  1.051507949829101562e+00
2.989195371957503085e+03  1.057168602943420410e+00
2.989215804232117080e+03  1.038260579109191895e+00
2.989236236305798229e+03  1.016218781471252441e+00
2.989256668479007203e+03  1.008493781089782715e+00
2.989277100751758553e+03  9.905725717544555664e-01
2.989297532923577819e+03  9.864413738250732422e-01
2.989317964995389048e+03  9.926335215568542480e-01
2.989338397266277752e+03  9.762318730354309082e-01
2.989358829436700034e+03  9.659628868103027344e-01
2.989379261506648618e+03  9.737748503684997559e-01
2.989399693776140339e+03  9.842908382415771484e-01
2.989420125845164875e+03  9.648149013519287109e-01
2.989440558013717236e+03  9.491960406303405762e-01
2.989460990281346312e+03  9.274445772171020508e-01
2.989501854515663581e+03  9.269859194755554199e-01
2.989522286781895673e+03  9.235281348228454590e-01
2.989542718847660581e+03  9.264862537384033203e-01
2.989563151012953313e+03  9.321373701095581055e-01
2.989583583277788421e+03  9.236824512481689453e-01
2.989604015341690683e+03  9.183586239814758301e-01
2.989624447505586431e+03  9.305348396301269531e-01
2.989644879768558894e+03  9.431793093681335449e-01
2.989665311931064934e+03  9.538510441780090332e-01
2.989685744093098037e+03  9.792176485061645508e-01
2.989706176254672755e+03  1.019836544990539551e+00
2.989747040575952269e+03  1.055752396583557129e+00
2.989767472735664342e+03  1.053855895996093750e+00
2.989787904895376414e+03  1.064952731132507324e+00
2.989808337154150649e+03  1.058460593223571777e+00
2.989828769212464977e+03  1.043346405029296875e+00
2.989849201370307128e+03  1.019105672836303711e+00
2.989869633627691655e+03  1.017001390457153320e+00
2.989890065684143337e+03  1.029393911361694336e+00
2.989910497840595781e+03  1.045277953147888184e+00
2.989930930096110387e+03  1.057595133781433105e+00
2.989951362151630747e+03  1.060093641281127930e+00
2.989971794306213269e+03  1.062597274780273438e+00
2.989992226560338167e+03  1.077034831047058105e+00
2.990012658613995882e+03  1.088058829307556152e+00
2.990033090767188696e+03  1.107228994369506836e+00
2.990053522919442912e+03  1.118063807487487793e+00
2.990073955071704404e+03  1.125743389129638672e+00
2.990094387223027297e+03  1.127408862113952637e+00
2.990114819373891805e+03  1.118412971496582031e+00
2.990135251524756313e+03  1.116745471954345703e+00
2.990155683674689499e+03  1.090645790100097656e+00
2.990176115923684847e+03  1.070293903350830078e+00
2.990196547972685948e+03  1.075686454772949219e+00
2.990237412368820515e+03  1.108520269393920898e+00
2.990257844416424632e+03  1.102849721908569336e+00
2.990278276563098188e+03  1.103845119476318359e+00
2.990298708809299569e+03  1.126464009284973145e+00
2.990319140855041042e+03  1.155988931655883789e+00
2.990339573000310338e+03  1.180351614952087402e+00
2.990360005245122011e+03  1.271348118782043457e+00
2.990380437289466499e+03  1.270499348640441895e+00
2.990400869432880427e+03  1.231925368309020996e+00
2.990421301676287840e+03  1.187273979187011719e+00
2.990441733718769683e+03  1.146695733070373535e+00
2.990482598102331394e+03  1.118311047554016113e+00
2.990503030243417015e+03  1.125331759452819824e+00
2.990523462384029699e+03  1.129371523857116699e+00
2.990543894524183997e+03  1.106786966323852539e+00
2.990564326663406973e+03  1.079175472259521484e+00
2.990584758802622673e+03  1.063497543334960938e+00
2.990605190940914326e+03  1.063301801681518555e+00
2.990625623078740318e+03  1.079775571823120117e+00
2.990646055316094134e+03  1.109809637069702148e+00
2.990666487352988042e+03  1.132273435592651367e+00
2.990686919489417050e+03  1.127637624740600586e+00
2.990707351725373883e+03  1.132054805755615234e+00
2.990727783760870807e+03  1.113758325576782227e+00
2.990748215895437170e+03  1.115818858146667480e+00
2.990768648129997018e+03  1.121406555175781250e+00
2.990789080163631297e+03  1.134085416793823242e+00
2.990809512296800676e+03  1.118280410766601562e+00
2.990829944429497118e+03  1.100390195846557617e+00
2.990850376561735175e+03  1.096879959106445312e+00
2.990870808693507570e+03  1.114785194396972656e+00
2.990891240824807028e+03  1.107554674148559570e+00
2.990911672955648100e+03  1.092561721801757812e+00
2.990932105085557851e+03  1.081743597984313965e+00
2.990972969344438752e+03  1.075275778770446777e+00
2.990993401472951518e+03  1.070299386978149414e+00
2.991013833700992109e+03  1.083844542503356934e+00
2.991034265728572791e+03  1.097119331359863281e+00
2.991054697855688573e+03  1.098865389823913574e+00
2.991075130082332180e+03  1.100169897079467773e+00
2.991095562108515878e+03  1.094054818153381348e+00
2.991115994233769015e+03  1.098641276359558105e+00
2.991136426459015638e+03  1.118817567825317383e+00
2.991156858483336691e+03  1.127618670463562012e+00
2.991177290607658506e+03  1.115346431732177734e+00
2.991218154853966553e+03  1.115923523902893066e+00
2.991238586976425722e+03  1.110723972320556641e+00
2.991259019198412716e+03  1.095927119255065918e+00
2.991279451219474140e+03  1.088518977165222168e+00
2.991299883340536326e+03  1.089524030685424805e+00
2.991320315561126336e+03  1.093541383743286133e+00
2.991340747680791537e+03  1.087286949157714844e+00
2.991361179699990316e+03  1.069857358932495117e+00
2.991381611919183342e+03  1.052397012710571289e+00
2.991402044037451560e+03  1.060047507286071777e+00
2.991422476155254117e+03  1.068983554840087891e+00
2.991463340389454970e+03  1.056011676788330078e+00
2.991483772605395643e+03  1.047096371650695801e+00
2.991504204621327517e+03  1.035034179687500000e+00
2.991524636736801767e+03  1.029726147651672363e+00
2.991545068851344695e+03  1.030086278915405273e+00
2.991565500965880346e+03  1.038525938987731934e+00
2.991585933079491952e+03  1.054043889045715332e+00
2.991606365192637895e+03  1.067666530609130859e+00
2.991626797305310902e+03  1.076147675514221191e+00
2.991647229317524761e+03  1.099704146385192871e+00
2.991667661529267207e+03  1.079278111457824707e+00
2.991688093640550505e+03  1.079736232757568359e+00
2.991708525751368143e+03  1.073076367378234863e+00
2.991728957861254457e+03  1.070273995399475098e+00
2.991749389971133496e+03  1.053234219551086426e+00
2.991769822080088488e+03  1.040461778640747070e+00
2.991810686297059874e+03  1.039389252662658691e+00
